magnitude,date,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country
7.5,1999-09-30,0,8,,0,865,us,0,0,0,mwc,60.6,16.059,-96.931,"San Baltazar Loxicha, Mexico",North America,Mexico
6.5,1999-09-25,0,7,,0,650,us,0,0,0,mwc,17,23.738,121.158,"Puli, Taiwan",Asia,Taiwan
7.7,1999-09-20,0,9,,0,912,us,0,0,0,mwc,33,23.772,120.982,"Puli, Taiwan",Asia,Taiwan
6.6,1999-08-22,0,6,,0,670,us,0,0,0,mwc,33,-16.117,168.039,"Lakatoro, Vanuatu",,Vanuatu
6.9,1999-08-20,0,6,,0,732,us,0,0,0,mwc,20,9.044,-84.159,"Quepos, Costa Rica",,
7.6,1999-08-17,0,9,,0,889,us,0,0,0,mwc,17,40.748,29.864,"Derince, Turkey",Asia,Turkey
6.7,1999-07-11,0,8,,0,691,us,0,0,0,mwc,10,15.782,-88.33,"Potrerillos, Honduras",,Guatemala
7,1999-06-15,0,7,,0,754,us,0,0,0,mwc,70,18.386,-97.436,"Texcala, Mexico",North America,Mexico
6.6,1999-05-17,0,5,,0,670,us,0,0,0,mwc,27,-5.165,152.877,"Kokopo, Papua New Guinea",,Papua New Guinea
7.1,1999-05-16,0,7,,0,776,us,0,0,0,mwc,73.7,-4.751,152.486,"Kokopo, Papua New Guinea",,Papua New Guinea
7.1,1999-05-10,0,7,,0,776,us,0,0,0,mwb,138,-5.159,150.88,"Kimbe, Papua New Guinea",,Papua New Guinea
6.8,1999-04-13,0,5,,0,711,us,0,0,0,mwc,164.2,-21.422,-176.46,"Haveluloto, Tonga",,
7.4,1999-04-05,0,7,,0,842,us,0,0,0,mwc,150,-5.591,149.568,"Kimbe, Papua New Guinea",,Papua New Guinea
6.8,1999-04-03,0,7,,0,711,us,0,0,0,mwc,87.2,-16.66,-72.662,"Camaná, Peru",South America,Peru
6.6,1999-03-28,0,7,,0,670,us,0,0,0,mwb,15,30.512,79.403,"Pipalkoti, India",Asia,India
6.9,1999-03-20,0,6,,0,732,us,0,0,0,mwc,33,51.587,-177.668,"Adak, Alaska",North America,United States of America
6.9,1999-03-08,0,5,,0,732,us,0,0,0,mwc,56.6,52.056,159.52,"Vilyuchinsk, Russia",,
7.1,1999-03-04,0,6,,0,776,us,0,0,0,mwc,33,5.397,121.937,"Tabiauan, Philippines",,
6.6,1999-03-04,0,7,,0,670,us,0,0,0,mwc,33,28.343,57.193,"Koh Sefid, Iran",Asia,Iran
7.3,1999-02-06,0,7,,0,820,us,0,0,0,mwc,90.1,-12.853,166.697,"Sola, Vanuatu",,
6.6,1999-01-28,0,6,,0,670,us,0,0,0,mwc,67.2,52.886,-169.123,"Nikolski, Alaska",North America,United States of America
7,1999-01-19,0,7,,0,754,us,0,0,0,mwc,114.1,-4.596,153.235,"Kokopo, Papua New Guinea",,Papua New Guinea
6.8,1998-12-27,0,5,,0,711,us,0,0,0,mwc,144.3,-21.632,-176.376,"Haveluloto, Tonga",,
7.7,1998-11-29,0,7,,0,912,us,0,0,0,mwc,33,-2.071,124.891,"Luwuk, Indonesia",,Indonesia
7,1998-11-09,0,7,,0,754,us,0,0,0,mwc,33,-6.92,128.946,"Lospalos, Timor Leste",,Indonesia
6.7,1998-11-09,0,6,,0,691,us,0,0,0,mwc,33,-6.954,129.022,"Lospalos, Timor Leste",,Indonesia
6.6,1998-09-28,0,5,,0,670,us,0,0,0,mwb,151.6,-8.194,112.413,"Sumberpucung, Indonesia",,Indonesia
6.6,1998-09-03,0,6,,0,670,us,0,0,0,mwc,27,-29.45,-71.715,"Coquimbo, Chile",,Chile
6.8,1998-09-02,0,5,,0,711,us,0,0,0,mwc,50,5.41,126.764,"Pondaguitan, Philippines",,Indonesia
7.2,1998-08-04,0,7,,0,798,us,0,0,0,mwc,33,-0.593,-80.393,"Bahía de Caráquez, Ecuador",South America,Ecuador
6.7,1998-07-29,0,6,,0,691,us,0,0,0,mwc,33,-2.693,138.901,"Abepura, Indonesia",,Indonesia
7,1998-07-17,0,7,,0,754,us,0,0,0,mwc,10,-2.961,141.926,"Aitape, Papua New Guinea",,Papua New Guinea
7,1998-07-16,0,7,,0,754,us,0,0,0,mwc,110.2,-11.04,166.16,"Lata, Solomon Islands",,Solomon Islands
6.6,1998-05-30,0,6,,0,670,us,0,0,0,mwb,33,37.106,70.11,"Rustaq, Afghanistan",Asia,Afghanistan
6.6,1998-05-22,0,8,,0,670,us,0,0,0,mwb,24,-17.731,-65.431,"Mizque, Bolivia",South America,Bolivia
6.7,1998-05-21,0,6,,0,691,us,0,0,0,mwb,33,0.207,119.584,"Palu, Indonesia",,Indonesia
6.6,1998-05-13,0,6,,0,670,us,0,0,0,mwc,61.4,-5.147,151.714,"Kokopo, Papua New Guinea",,Papua New Guinea
7.5,1998-05-03,0,5,,0,865,us,0,0,0,mwb,33,22.306,125.308,"Ishigaki, Japan",,
6.6,1998-04-03,0,5,,0,670,us,0,0,0,mwc,164.6,-8.148,-74.238,"San Fernando, Peru",South America,Peru
7,1998-04-01,0,6,,0,754,us,0,0,0,mwc,55.7,-0.544,99.261,"Pariaman, Indonesia",,Indonesia
6.6,1998-03-14,0,8,,0,670,us,0,0,0,mwc,9,30.154,57.605,"Kerman, Iran",Asia,Iran
7.1,1998-01-30,0,7,,0,776,us,0,0,0,mwc,42,-23.913,-70.207,Ant,South America,Chile
6.7,1998-01-12,0,6,,0,691,us,0,0,0,mwc,23.4,-15.848,-179.376,"Labasa, Fiji",,Fiji
6.6,1998-01-12,0,7,,0,670,us,0,0,0,mwc,34.8,-30.985,-71.41,"Ovalle, Chile",South America,Chile
6.6,1998-01-10,0,6,,0,670,us,0,0,0,mwc,33,14.374,-91.473,"San José El Ídolo, Guatemala",,Guatemala
7.2,1997-12-22,0,6,,0,798,us,0,0,0,mwc,179.3,-5.495,147.867,"Finschhafen, Papua New Guinea",,Papua New Guinea
7.8,1997-12-05,0,7,,0,936,us,0,0,0,mwc,33,54.841,162.035,"Ust’-Kamchatsk Staryy, Russia",Asia,Russia
7,1997-11-25,0,6,,0,754,us,0,0,0,mwc,24,1.241,122.536,"Gorontalo, Indonesia",,Indonesia
6.6,1997-11-18,0,7,,0,670,us,0,0,0,mwc,33,37.57,20.656,"Lithakiá, Greece",Europe,
7,1997-11-15,0,6,,0,754,us,0,0,0,mwc,123.1,-15.145,167.375,"Port-Olry, Vanuatu",,Vanuatu
6.5,1997-11-09,0,4,,0,650,us,0,0,0,mwb,176.4,13.849,-88.808,"San Sebastián, El Salvador",,El Salvador
7.5,1997-11-08,0,7,,0,865,us,0,0,0,mwc,33,35.069,87.325,western Xizang,Asia,People's Republic of China
7.2,1997-10-28,0,7,,0,798,us,0,0,0,mwc,112,-4.368,-76.681,"Barranca, Peru",South America,Peru
7.1,1997-10-15,0,7,,0,776,us,0,0,0,mwc,58,-30.933,-71.22,"Monte Patria, Chile",South America,Chile
7.8,1997-10-14,0,7,,0,936,us,0,0,0,mwb,167.3,-22.101,-176.772,"Haveluloto, Tonga",,
6.5,1997-10-06,0,5,,0,650,us,0,0,0,mwb,105.6,9.79,125.779,"Talisay, Philippines",,Philippines
6.8,1997-09-02,0,5,,0,711,us,0,0,0,mwb,198.7,3.849,-75.749,"Roncesvalles, Colombia",South America,Colombia
6.6,1997-08-29,0,6,,0,670,us,0,0,0,mwc,22.8,-3.562,144.362,"Angoram, Papua New Guinea",,Papua New Guinea
6.9,1997-07-19,0,6,,0,732,us,0,0,0,mwb,33,16.333,-98.216,"El Ciruelo, Mexico",North America,Mexico
7,1997-07-09,0,8,,0,754,us,0,0,0,mwc,19.9,10.598,-63.486,"Carúpano, Venezuela",,Venezuela
6.8,1997-07-06,0,6,,0,711,us,0,0,0,mwc,19,-30.058,-71.872,"Coquimbo, Chile",,
6.5,1997-05-22,0,6,,0,650,us,0,0,0,mwc,70,18.684,-101.604,"Churumuco de Morelos, Mexico",North America,Mexico
6.8,1997-05-21,0,6,,0,711,us,0,0,0,mwc,57,-20.438,169.287,"Isangel, Vanuatu",,
6.5,1997-05-13,0,4,,0,650,us,0,0,0,mwb,196,36.411,70.945,"Jurm, Afghanistan",Asia,Afghanistan
7.3,1997-05-10,0,9,,0,820,us,0,0,0,mwb,10,33.825,59.809,"Qa'en, Iran",Asia,Iran
6.5,1997-04-23,0,6,,0,650,us,0,0,0,mwc,100.8,13.986,144.901,"Yigo Village, Guam",,
6.7,1997-04-22,0,7,,0,691,us,0,0,0,mwb,5,11.112,-60.892,"Scarborough, Trinidad and Tobago",,Trinidad and Tobago
7.7,1997-04-21,0,6,,0,912,us,0,0,0,mwc,33,-12.584,166.676,"Sola, Vanuatu",,
6.5,1997-04-05,0,6,,0,650,us,0,0,0,mwc,69.1,-6.485,147.408,"Finschhafen, Papua New Guinea",,Papua New Guinea
6.9,1997-03-11,0,5,,0,732,us,0,0,0,mwb,10,7.742,127.647,"Kinablangan, Philippines",,
7.1,1997-02-27,0,6,,0,776,us,0,0,0,mwc,33,29.976,68.208,"Harnai, Pakistan",Asia,Pakistan
6.5,1997-02-04,0,8,,0,650,us,0,0,0,mwc,10,37.661,57.291,Turkmenistan-Iran border region,Asia,Iran
7.2,1997-01-11,0,7,,0,798,us,0,0,0,mwb,33,18.219,-102.756,"El Habillal, Mexico",North America,Mexico
6.5,1996-12-22,0,4,,0,650,us,0,0,0,mwc,226.5,43.207,138.92,"Iwanai, Japan",,
6.7,1996-12-02,0,6,,0,691,us,0,0,0,mwc,49.2,31.789,131.314,"Miyazaki, Japan",Asia,Japan
6.9,1996-11-19,0,7,,0,732,us,0,0,0,mwc,33,35.345,78.133,"Thang, India",Asia,People's Republic of China
7.7,1996-11-12,0,7,,0,912,us,0,0,0,mwc,33,-14.993,-75.675,"Changuillo, Peru",,Peru
6.7,1996-10-19,0,7,,0,691,us,0,0,0,mwc,22,31.885,131.468,"Miyazaki, Japan",Asia,Japan
6.6,1996-10-18,0,7,,0,670,us,0,0,0,mwc,10,30.568,131.093,"Nishinoomote, Japan",Asia,Japan
6.8,1996-10-14,0,6,,0,711,us,0,0,0,mwc,24,-7.133,155.568,"Panguna, Papua New Guinea",,Solomon Islands
6.8,1996-10-09,0,6,,0,711,us,0,0,0,mwc,33,34.556,32.126,"Paphos, Cyprus",Asia,
6.6,1996-09-20,0,6,,0,670,us,0,0,0,mwc,33,9.454,126.334,"Cortes, Philippines",,Philippines
6.6,1996-09-20,0,6,,0,670,us,0,0,0,mwc,33,9.463,126.284,"Cortes, Philippines",,Philippines
6.8,1996-09-05,0,6,,0,711,us,0,0,0,mwc,20,21.898,121.498,"Hengchun, Taiwan",,Taiwan
6.9,1996-08-02,0,6,,0,732,us,0,0,0,mwc,33,-10.769,161.445,"Kirakira, Solomon Islands",,Solomon Islands
7,1996-07-22,0,6,,0,754,us,0,0,0,mwc,33,1,120.45,"Palu, Indonesia",,Indonesia
6.6,1996-07-16,0,6,,0,670,us,0,0,0,mwb,33,1.016,120.254,"Palu, Indonesia",,Indonesia
6.8,1996-07-15,0,6,,0,711,us,0,0,0,mwb,18.3,17.6,-100.965,"Coyuquilla Norte, Mexico",North America,Mexico
7.9,1996-06-17,0,4,,0,960,us,0,0,0,mwc,587.3,-7.137,122.589,"Maumere, Indonesia",,Indonesia
7.1,1996-06-11,0,6,,0,776,us,0,0,0,mwc,33,12.614,125.154,"Palapag, Philippines",,Philippines
7.3,1996-06-10,0,7,,0,820,us,0,0,0,mwc,26.3,51.478,-176.847,"Adak, Alaska",North America,United States of America
7.9,1996-06-10,0,7,,0,960,us,0,0,0,mwc,33,51.564,-177.632,"Adak, Alaska",North America,United States of America
6.7,1996-06-10,0,4,,0,691,us,0,0,0,mwc,200.1,-13.481,167.13,"Sola, Vanuatu",,Vanuatu
7.2,1996-04-29,0,6,,0,798,us,0,0,0,mwc,44,-6.518,154.999,"Panguna, Papua New Guinea",,Papua New Guinea
6.6,1996-04-19,0,7,,0,670,us,0,0,0,mwb,49.5,-23.944,-70.093,Ant,South America,Chile
6.7,1996-03-17,0,5,,0,691,us,0,0,0,mwc,164.4,-14.705,167.297,"Port-Olry, Vanuatu",,Vanuatu
6.7,1996-03-03,0,6,,0,691,us,0,0,0,mwc,33,11.905,-86.772,"Villa El Carmen, Nicaragua",,Nicaragua
6.6,1996-03-03,0,6,,0,670,us,0,0,0,mwc,33,11.657,-86.856,"Masachapa, Nicaragua",,
7.1,1996-02-25,0,7,,0,776,us,0,0,0,mw,21.1,15.978,-98.07,"Santa María Chico Ometepec, Mexico",North America,Mexico
7.5,1996-02-21,0,6,,0,865,us,0,0,0,mw,10,-9.593,-79.587,"Puerto Santa, Peru",,Peru
6.5,1996-02-17,0,6,,0,650,us,0,0,0,mw,31.9,-0.917,136.225,"Biak, Indonesia",,Indonesia
6.5,1996-02-17,0,6,,0,650,us,0,0,0,mw,19.2,-0.567,135.84,"Insrom, Indonesia",,Indonesia
8.09,1996-02-17,0,8,,0,1007,official,0,0,0,mww,33,-0.891,136.952,"Biak, Indonesia",,
6.7,1996-02-16,0,4,,0,691,us,0,0,0,mw,40.8,37.353,142.38,"Namie, Japan",,
7.2,1996-02-07,0,6,,0,798,us,0,0,0,mw,42.6,45.324,149.892,"Kuril’sk, Russia",,
6.6,1996-02-03,0,10,,0,670,us,0,0,0,mw,11.1,27.291,100.276,"Lijiang, China",Asia,People's Republic of China
6.6,1996-01-01,0,7,,0,670,us,0,0,0,ms,33,53.826,159.586,"Yelizovo, Russia",Asia,Russia
7.9,1996-01-01,0,8,,0,960,us,0,0,0,mw,24,0.729,119.931,"Palu, Indonesia",,Indonesia
7.1,1995-12-25,0,6,,0,776,us,0,0,0,mw,141.9,-6.903,129.151,"Lospalos, Timor Leste",,Indonesia
6.5,1995-12-19,0,6,,0,650,us,0,0,0,mwb,63.4,-3.703,140.233,"Abepura, Indonesia",,Indonesia
7.9,1995-12-03,0,6,,0,960,us,0,0,0,mw,33,44.663,149.3,"Kuril’sk, Russia",,
7.2,1995-11-22,0,9,,0,798,us,0,0,0,mw,10,28.826,34.799,"Nuwaybi‘a, Egypt",Asia,Saudi Arabia
6.7,1995-11-01,0,7,,0,691,us,0,0,0,mw,19.9,-28.906,-71.417,"Vallenar, Chile",,Chile
7.2,1995-10-21,0,6,,0,798,us,0,0,0,mw,159.3,16.84,-93.469,"Ocozocoautla de Espinosa, Mexico",,Mexico
6.8,1995-10-19,0,6,,0,711,us,0,0,0,mw,19.7,28.094,130.148,"Naze, Japan",,
7.1,1995-10-18,0,6,,0,776,us,0,0,0,mw,28.4,27.929,130.175,"Naze, Japan",,
8,1995-10-09,0,8,,0,985,us,0,0,0,mw,33,19.055,-104.205,"El Colomo, Mexico",North America,Mexico
6.8,1995-10-06,0,7,,0,711,us,0,0,0,mw,33,-2.045,101.436,"Sungai Penuh, Indonesia",,Indonesia
6.5,1995-10-03,0,7,,0,650,us,0,0,0,mw,16.7,-2.778,-77.851,"Sucúa, Ecuador",South America,Ecuador
7,1995-10-03,0,7,,0,754,us,0,0,0,mw,24.4,-2.75,-77.881,"Sucúa, Ecuador",South America,Ecuador
6.5,1995-09-23,0,5,,0,650,us,0,0,0,mwb,59.9,-10.68,-78.581,"Paramonga, Peru",,Peru
7.4,1995-09-14,0,7,,0,842,us,0,0,0,mwb,23,16.779,-98.597,"Azoyú, Mexico",North America,Mexico
6.6,1995-08-28,0,5,,0,670,us,0,0,0,mwb,12.2,26.092,-110.284,"Etchoropo, Mexico",,
6.6,1995-08-19,0,6,,0,670,us,0,0,0,mw,119.6,5.139,-75.577,"Neira, Colombia",South America,Colombia
7.2,1995-08-16,0,6,,0,798,us,0,0,0,mw,33,-5.771,154.347,"Panguna, Papua New Guinea",,
6.6,1995-08-16,0,4,,0,670,us,0,0,0,mw,18.7,-5.429,153.773,"Kokopo, Papua New Guinea",,
7.7,1995-08-16,0,6,,0,912,us,0,0,0,mw,30.1,-5.799,154.178,"Panguna, Papua New Guinea",,
6.7,1995-08-14,0,6,,0,691,us,0,0,0,mw,127.9,-4.836,151.515,"Kokopo, Papua New Guinea",,Papua New Guinea
8,1995-07-30,0,8,,0,985,us,0,0,0,mw,45.6,-23.34,-70.294,Ant,South America,Chile
6.8,1995-07-11,0,8,,0,711,us,0,0,0,mw,12.5,21.966,99.196,"Jinghong, China",Asia,Myanmar
6.6,1995-06-29,0,5,,0,670,us,0,0,0,mw,139.4,-19.544,169.287,"Isangel, Vanuatu",,Vanuatu
6.5,1995-06-15,0,7,,0,650,us,0,0,0,mw,14.2,38.401,22.283,"Galaxídhion, Greece",Europe,Greece
7.1,1995-05-27,0,9,,0,776,us,0,0,0,mwb,11,52.629,142.827,"Tungor, Russia",Asia,Russia
7.7,1995-05-16,0,4,,0,912,us,0,0,0,mw,20.2,-23.008,169.9,"Vao, New Caledonia",,
6.9,1995-05-14,0,6,,0,732,us,0,0,0,mw,11.2,-8.378,125.127,"Maubara, Timor Leste",,Indonesia
6.6,1995-05-13,0,9,,0,670,us,0,0,0,mw,14,40.149,21.695,"Aianí, Greece",Europe,Greece
7.1,1995-05-05,0,7,,0,776,us,0,0,0,mw,16,12.626,125.297,"Cabatuan, Philippines",,Philippines
